id,lastname,firstname,state,chamber,icpsr,bioname
06295,CARMACK,EDWARD,TN,Senate,1513,"CARMACK, Edward Ward"
06630,BAILEY,JOSEPH,TX,Senate,347,"BAILEY, Joseph Weldon"
06455,KITTREDGE,ALFRED,SD,Senate,5312,"KITTREDGE, Alfred Beard"
06347,MILLARD,JOSEPH,NE,Senate,6470,"MILLARD, Joseph Hopkins"
07817,SIMMONS,FURNIFOLD,NC,Senate,8514,"SIMMONS, Furnifold McLendel"
06334,KEARNS,THOMAS,UT,Senate,5114,"KEARNS, Thomas"
06645,BURNHAM,HENRY,NH,Senate,1295,"BURNHAM, Henry Eben"
06306,DIETRICH,CHARLES,NE,Senate,2591,"DIETRICH, Charles Henry"
06401,DRYDEN,JOHN,NJ,Senate,2736,"DRYDEN, John Fairfield"
06400,ALGER,RUSSELL,MI,Senate,94,"ALGER, Russell Alexander"
06317,GIBSON,PARIS,MT,Senate,3564,"GIBSON, Paris"
06294,BURTON,JOSEPH,KS,Senate,1320,"BURTON, Joseph Ralph"
06361,PATTERSON,THOMAS,CO,Senate,7255,"PATTERSON, Thomas MacDonald"
06668,FOSTER,MURPHY,LA,Senate,3312,"FOSTER, Murphy James"
06509,DICK,CHARLES,OH,Senate,2555,"DICK, Charles William Frederick"
07226,NEWLANDS,FRANCIS,NV,Senate,6897,"NEWLANDS, Francis Griffith"
06793,HEYBURN,WELDON,ID,Senate,4377,"HEYBURN, Weldon Brinton"
07910,SMOOT,REED,UT,Senate,8713,"SMOOT, Reed"
06440,FULTON,CHARLES,OR,Senate,3407,"FULTON, Charles William"
07902,OVERMAN,LEE,NC,Senate,7120,"OVERMAN, Lee Slater"
07178,CLARKE,JAMES,AR,Senate,1793,"CLARKE, James Paul"
07252,STONE,WILLIAM,MO,Senate,8989,"STONE, William Joel"
06459,LATIMER,ASBURY,SC,Senate,5493,"LATIMER, Asbury Churchwell"
06404,ANKENY,LEVI,WA,Senate,208,"ANKENY, Levi"
06656,CRANE,WINTHROP,MA,Senate,2147,"CRANE, Winthrop Murray"
06462,LONG,CHESTER,KS,Senate,5754,"LONG, Chester Isaiah"
